Customer_ID,Age,Gender,Credit_Score,Tenure_Years,Balance,Products_Count,Has_Credit_Card,Is_Active_Member,Estimated_Salary,Segment,Exited
CUST-1364,45,Male,557,8,197279.31,1,0,0,134630.87,Standard,1
CUST-1365,64,Female,726,7,103008.41,3,1,0,72632.77,Silver,1
CUST-1366,50,Female,618,7,186919.69,2,0,1,98740.4,Silver,0
CUST-1367,22,Female,438,0,105023.4,2,1,1,133825.11,Standard,0
CUST-1368,65,Male,730,4,59026.04,2,0,0,51851.76,Standard,1
CUST-1369,36,Male,467,6,54112.96,1,1,0,85717.67,Gold,1
CUST-1370,21,Female,403,5,185971.64,1,1,0,145092.73,Silver,1
CUST-1371,52,Male,790,4,35316.83,1,1,1,84200.23,Standard,0
CUST-1372,66,Female,465,7,116346.86,2,1,1,56603.68,Standard,1
CUST-1373,34,Male,467,2,111549.49,1,0,1,68884.53,Gold,0
CUST-1374,61,Female,609,5,148184.72,3,1,1,135635.51,Standard,1
CUST-1375,45,Male,424,4,100349.34,1,1,1,144360.38,Gold,0
CUST-1376,47,Female,829,7,55184.85,1,0,1,143763.46,Standard,0
CUST-1377,46,Male,654,3,34709.9,1,1,1,112367.8,Silver,0
CUST-1378,63,Female,356,7,124542.94,1,0,0,88700.24,Standard,1
CUST-1379,23,Male,715,9,144079.16,1,1,0,47836.12,Gold,0
CUST-1380,52,Female,471,1,114334.73,1,0,1,40402.63,Silver,0
CUST-1381,58,Female,360,8,147931.9,1,1,1,32470.83,Silver,1
CUST-1382,54,Female,697,8,29162.72,2,0,0,27214.36,Standard,1
CUST-1383,41,Female,787,9,176611.57,2,1,1,134764.59,Standard,0
CUST-1384,46,Female,838,9,116896.71,1,1,0,126135.79,Standard,0
CUST-1385,66,Female,564,5,26241.94,2,1,0,95977.67,Standard,1
CUST-1386,63,Male,778,3,92923.12,2,1,0,149840.41,Gold,1
CUST-1387,48,Female,628,3,169113.56,4,1,0,144131.51,Silver,1
CUST-1388,52,Male,847,5,179614.88,2,1,1,106888.62,Standard,0
CUST-1389,50,Male,377,4,53665.25,1,1,0,83071.82,VIP,1
CUST-1390,69,Male,584,5,142541.9,2,0,1,44021.34,Gold,1
CUST-1391,38,Male,716,6,20897.06,2,1,1,89449.23,Silver,0
CUST-1392,49,Female,662,6,7675.63,1,0,1,44717.96,Silver,0
CUST-1393,40,Female,375,8,112519.39,3,1,1,74806.41,Gold,1
CUST-1394,50,Female,758,7,139270.69,1,1,1,142831.01,Silver,0
CUST-1395,20,Male,403,5,159361.56,4,0,1,67747.37,Silver,0
CUST-1396,35,Male,378,5,68703.03,2,0,0,44098.41,Silver,1
CUST-1397,42,Male,816,4,2298.56,2,1,0,97799.58,Standard,0
CUST-1398,59,Male,702,0,96424.33,2,1,1,100295.52,Gold,0
CUST-1399,48,Male,513,8,4154.86,2,1,1,49225.53,Silver,0
CUST-1400,20,Male,619,8,19304.92,2,1,1,49573.32,Silver,0
CUST-1401,57,Male,683,8,66011.12,3,1,0,148693.72,Standard,1
CUST-1402,63,Female,384,7,87997.24,2,1,1,55410.13,Standard,1
CUST-1403,41,Female,635,9,56614.42,3,1,0,129774.0,Standard,1
CUST-1404,67,Female,697,2,116791.19,3,1,1,83790.48,Standard,1
CUST-1405,49,Female,622,0,12014.61,4,0,0,79373.65,Silver,1
CUST-1406,64,Female,800,7,29771.36,2,0,1,61870.3,Standard,0
CUST-1407,39,Male,557,6,139356.42,2,1,1,121728.22,Standard,0
CUST-1408,40,Female,587,4,29286.03,1,1,1,135082.61,Silver,0
CUST-1409,19,Female,763,9,128315.27,2,1,1,57640.93,Silver,0
CUST-1410,44,Male,849,6,11882.24,1,0,0,36887.08,Standard,0
CUST-1411,59,Male,442,9,82069.07,1,1,0,42114.94,Standard,1
CUST-1412,19,Female,522,3,36304.48,1,1,1,124100.44,Gold,0
CUST-1413,43,Male,428,8,22817.62,3,1,0,79478.36,Standard,1
CUST-1414,34,Female,459,9,113839.52,3,1,1,41489.33,Gold,1
CUST-1415,57,Female,566,1,185738.82,2,1,0,67536.03,Standard,1
CUST-1416,50,Male,784,8,11902.62,2,0,1,89279.44,Silver,0
CUST-1417,26,Male,707,8,84889.3,2,1,0,131506.46,Standard,0
CUST-1418,60,Male,455,4,141799.55,2,1,1,105217.91,Gold,1
CUST-1419,65,Male,396,0,93074.88,1,1,1,47004.1,Standard,1
CUST-1420,56,Male,530,6,161492.69,1,1,1,44837.84,Standard,0
CUST-1421,46,Female,413,9,36749.42,1,1,1,76541.78,Standard,0
CUST-1422,59,Male,595,9,191959.25,2,1,0,34399.11,Gold,1
CUST-1423,43,Male,593,3,77647.36,2,1,1,119447.15,Gold,0
CUST-1424,52,Male,771,8,68972.36,2,0,0,75181.73,Standard,1
CUST-1425,67,Female,669,5,175046.55,4,0,0,67877.97,Standard,1
CUST-1426,42,Male,436,2,113209.54,1,1,0,88638.54,Silver,1
CUST-1427,41,Male,566,5,103772.42,1,0,0,113619.6,Gold,1
CUST-1428,30,Female,839,9,145668.61,1,0,0,96168.37,Silver,0
CUST-1429,24,Female,356,5,116387.01,1,1,0,125300.35,Gold,1
CUST-1430,53,Male,627,4,33340.61,1,1,0,103670.32,Standard,1
CUST-1431,62,Female,686,1,135165.33,1,1,1,123496.28,Standard,0
CUST-1432,37,Male,559,9,27560.31,2,1,0,112097.78,Standard,1
CUST-1433,18,Male,846,9,161365.68,1,0,0,49140.36,Silver,0
CUST-1434,25,Male,518,1,197957.58,2,1,0,31544.31,Standard,0
CUST-1435,63,Male,679,6,76100.14,2,1,1,137924.6,Standard,0
CUST-1436,33,Female,487,1,89506.42,1,1,1,143207.02,Standard,0
CUST-1437,31,Male,790,5,10240.3,2,1,0,115866.54,Silver,0
CUST-1438,29,Male,740,4,3732.9,1,1,0,115525.73,Standard,0
CUST-1439,68,Female,845,3,184362.45,2,1,1,58768.39,Standard,0
CUST-1440,40,Female,730,6,26596.19,3,1,1,92805.21,Gold,0
CUST-1441,32,Male,655,7,89709.97,1,0,1,149029.96,Standard,0
CUST-1442,45,Female,579,3,163255.57,3,0,0,132017.95,Standard,1
CUST-1443,51,Male,824,0,177974.43,2,0,1,63049.29,Silver,0
CUST-1444,19,Female,657,0,104360.14,3,0,0,62630.73,Gold,1
CUST-1445,49,Female,510,0,113441.47,2,0,0,85447.16,Silver,1
CUST-1446,40,Female,350,0,134267.11,1,1,0,75574.83,Standard,1
CUST-1447,39,Male,585,4,192315.11,3,1,1,71394.13,Gold,1
CUST-1448,68,Male,786,3,120931.32,1,1,0,103371.49,Silver,1
CUST-1449,42,Male,537,8,112335.58,1,1,0,26436.56,Standard,1
CUST-1450,39,Male,767,2,3892.29,1,1,1,120417.45,Silver,0
CUST-1451,39,Male,353,6,17108.99,1,0,1,117506.62,Silver,0
CUST-1452,66,Female,750,7,115857.15,2,1,0,128790.71,Silver,1
CUST-1453,69,Male,481,5,187311.84,2,1,0,130181.33,Gold,1
CUST-1454,59,Male,776,9,173471.58,3,1,0,95799.96,Silver,1
CUST-1455,23,Female,567,0,196533.21,1,1,1,122509.24,Gold,0
CUST-1456,32,Male,609,7,106038.97,4,0,1,86549.39,Silver,0
CUST-1457,60,Female,350,9,157798.26,3,1,1,143941.23,Standard,1
CUST-1458,54,Male,420,2,168239.67,1,1,0,48837.32,Silver,1
CUST-1459,50,Male,827,7,129958.3,1,1,0,139452.14,Standard,1
CUST-1460,25,Male,527,3,68411.23,2,0,1,57316.3,Standard,0
CUST-1461,61,Male,806,7,94525.71,2,1,1,37840.42,Silver,0
CUST-1462,61,Female,538,0,171725.5,2,1,0,79888.06,Silver,1
CUST-1463,22,Male,640,2,60411.04,2,0,0,101864.66,Standard,0
CUST-1464,56,Female,357,5,184824.88,2,1,1,53873.73,Standard,1
CUST-1465,21,Male,602,8,46731.46,1,1,0,94474.53,Standard,0
CUST-1466,23,Male,757,1,150153.77,2,1,0,125986.67,Gold,0
CUST-1467,62,Female,816,0,126481.29,1,0,1,57135.62,Standard,0
CUST-1468,49,Male,641,9,150170.29,2,1,1,97540.28,Silver,0
CUST-1469,69,Female,783,2,88032.17,2,1,1,67414.07,Silver,0
CUST-1470,47,Female,593,3,186595.57,2,1,1,91221.06,Standard,0
CUST-1471,64,Female,472,4,126861.97,4,1,0,108364.88,Standard,1
CUST-1472,52,Female,648,2,58370.87,2,1,1,68802.82,Standard,0
CUST-1473,57,Male,632,9,128052.56,2,1,1,149310.36,Gold,0
CUST-1474,69,Male,381,1,58076.33,2,1,1,95471.9,Silver,1
CUST-1475,33,Male,683,1,59432.85,4,1,1,128057.69,Silver,0
CUST-1476,30,Female,726,6,80520.1,2,1,0,115641.9,Silver,0
CUST-1477,67,Female,495,8,170633.65,1,1,1,131600.66,Standard,1
CUST-1478,59,Male,505,9,100559.28,4,1,1,46725.12,Standard,1
CUST-1479,47,Female,762,1,136101.27,2,1,0,52819.21,Gold,1
CUST-1480,36,Male,365,6,79001.58,1,1,1,85926.4,Gold,0
CUST-1481,34,Female,704,6,53457.48,2,0,0,131541.08,Silver,0
CUST-1482,36,Male,396,6,190973.39,3,1,1,49700.82,Silver,1
CUST-1483,45,Female,600,2,121112.67,2,1,0,146383.23,Standard,1
CUST-1484,43,Female,536,6,186856.32,1,1,0,40950.29,Standard,1
CUST-1485,54,Male,380,0,41479.19,2,1,1,46884.74,Silver,1
CUST-1486,43,Male,609,9,30231.94,2,0,0,45904.22,Gold,1
CUST-1487,40,Male,770,0,171308.76,2,1,1,98250.74,Standard,0
CUST-1488,26,Male,366,4,136502.53,1,1,0,139692.64,Standard,1
CUST-1489,29,Male,388,1,38129.12,1,1,1,56888.92,Standard,0
CUST-1490,18,Female,653,8,54602.58,2,1,0,94129.61,Standard,0
CUST-1491,18,Female,779,6,160332.12,2,1,1,46971.56,Silver,0
CUST-1492,64,Female,823,3,91319.86,1,1,0,103892.11,VIP,1
CUST-1493,51,Male,781,3,134437.56,1,0,0,40405.79,Gold,1
CUST-1494,49,Female,388,1,64352.05,1,0,0,86413.85,Gold,1
CUST-1495,65,Female,838,4,76864.76,2,1,1,106897.73,Silver,0
CUST-1496,42,Male,481,3,198151.8,1,1,1,97390.99,Standard,0
CUST-1497,57,Female,379,0,50275.8,1,0,1,42500.06,VIP,1
CUST-1498,62,Female,507,7,101784.82,1,1,1,45171.67,Standard,1
CUST-1499,18,Male,627,2,169036.07,2,1,1,108923.88,Gold,0
CUST-1500,33,Male,552,5,48605.42,1,0,1,126113.66,Silver,0
CUST-1501,56,Male,415,3,83627.54,1,1,1,138509.3,Standard,1
CUST-1502,22,Male,457,8,123403.17,3,1,1,126701.44,Silver,0
CUST-1503,39,Female,617,6,96756.44,1,1,1,146740.48,Standard,0
CUST-1504,46,Female,571,8,92440.95,1,1,1,76031.48,Standard,0
CUST-1505,20,Female,641,9,73139.44,3,0,1,66395.72,Standard,0
CUST-1506,29,Male,367,2,117742.62,1,1,0,28523.01,Gold,1
CUST-1507,43,Male,439,0,125250.17,2,0,1,81236.98,Silver,0
CUST-1508,33,Female,530,4,131004.62,1,1,1,106421.44,Standard,0
CUST-1509,68,Female,604,2,15003.25,2,1,1,126926.08,Standard,1
CUST-1510,54,Male,804,5,126575.8,1,1,1,58431.92,Silver,0
CUST-1511,39,Male,602,7,190694.2,2,1,0,89198.91,Standard,1
CUST-1512,46,Female,606,3,108656.26,1,1,1,107751.2,Silver,0
CUST-1513,31,Male,732,4,143338.15,1,1,1,93950.36,Silver,0
CUST-1514,45,Male,791,4,111789.73,2,0,0,59252.59,Standard,0
CUST-1515,22,Female,695,3,171093.38,4,0,0,124535.3,Standard,1
CUST-1516,64,Male,436,3,185987.04,1,1,1,46670.13,Silver,1
CUST-1517,66,Male,439,3,37659.76,2,1,1,138122.48,Standard,1
CUST-1518,47,Male,586,3,87935.15,1,0,1,144074.59,Standard,0
CUST-1519,63,Male,739,3,79084.04,2,1,1,70696.66,Standard,0
CUST-1520,69,Female,419,4,81637.81,1,1,1,72022.72,Standard,1
CUST-1521,22,Male,393,1,25979.31,2,0,0,117909.78,Gold,1
CUST-1522,29,Male,549,1,162909.53,1,1,1,82036.07,Silver,0
CUST-1523,33,Female,501,8,8117.48,1,1,0,28576.27,Silver,1
CUST-1524,43,Female,435,1,106117.09,1,1,1,139984.59,Standard,0
CUST-1525,43,Female,368,5,132713.8,1,1,1,78843.79,Standard,0
CUST-1526,65,Male,450,1,42286.42,3,1,0,50436.89,Standard,1
CUST-1527,38,Male,751,4,181264.19,4,1,1,94458.01,Gold,0
CUST-1528,56,Female,444,3,167871.29,2,0,1,52363.27,Standard,1
CUST-1529,53,Female,603,6,94745.66,1,1,1,50752.75,Silver,0
CUST-1530,50,Male,706,6,82818.64,1,1,1,93216.42,Standard,0
CUST-1531,47,Male,379,5,48077.02,2,1,1,73880.29,Gold,0
CUST-1532,54,Male,598,9,146268.65,4,0,1,96624.16,Gold,1
CUST-1533,40,Female,775,4,27217.02,2,0,1,149603.18,Standard,0
CUST-1534,27,Female,382,0,136367.31,2,0,1,132377.27,Silver,0
CUST-1535,22,Male,807,2,168648.94,4,1,0,25958.85,Standard,0
CUST-1536,53,Male,578,8,46465.84,3,0,1,31319.46,Silver,1
CUST-1537,51,Female,361,0,173419.05,1,1,1,101259.93,Standard,1
CUST-1538,69,Female,467,4,7631.32,1,1,0,103282.01,Standard,1
CUST-1539,48,Male,699,1,182644.69,2,1,0,134773.86,Standard,1
CUST-1540,27,Female,504,3,24554.08,2,1,1,103632.15,Gold,0
CUST-1541,36,Female,772,0,129506.08,1,0,1,53464.32,Gold,0
CUST-1542,49,Male,742,2,50766.41,1,1,0,83564.53,Standard,1
CUST-1543,18,Female,595,9,167473.93,2,1,1,126123.18,Silver,0
CUST-1544,22,Male,754,6,102947.77,2,1,0,140353.12,Standard,0
CUST-1545,62,Female,681,9,27913.0,1,1,0,54614.39,Standard,1
CUST-1546,21,Female,596,2,114627.32,2,1,1,92450.59,Gold,0
CUST-1547,33,Female,378,3,82168.64,2,1,1,44865.94,Standard,0
CUST-1548,41,Female,510,1,132628.12,2,1,0,87124.96,Silver,1
CUST-1549,33,Male,584,2,176498.75,1,1,1,36264.27,Standard,0
CUST-1550,19,Female,539,8,82468.44,2,0,1,142716.01,Standard,0
CUST-1551,66,Female,466,2,58686.26,2,0,1,104757.06,Standard,1
CUST-1552,45,Male,620,4,3888.5,1,0,0,131777.09,Gold,1
CUST-1553,49,Female,607,1,115392.97,2,0,0,149786.9,Silver,1
CUST-1554,44,Female,529,3,81052.68,1,1,0,47833.25,Standard,1
CUST-1555,37,Male,836,6,75555.19,1,0,0,111767.93,Gold,0
CUST-1556,41,Female,722,6,37404.13,1,1,1,135873.29,Gold,0
CUST-1557,29,Female,521,2,86581.01,1,0,0,96992.27,Standard,1
CUST-1558,67,Male,787,4,196903.95,1,1,1,104962.05,Standard,0
CUST-1559,52,Female,623,0,60253.08,2,0,0,75958.89,Standard,1
CUST-1560,50,Male,608,9,120341.18,1,1,1,109345.1,Standard,0
CUST-1561,50,Male,484,9,155520.89,4,1,1,74447.24,Silver,1
CUST-1562,68,Male,520,9,150082.41,2,1,0,84577.45,Standard,1
CUST-1563,60,Female,559,0,66426.08,1,1,1,37863.97,Standard,0
CUST-1564,54,Female,585,4,122561.16,1,0,0,25976.05,Standard,1
CUST-1565,29,Male,771,9,174381.67,2,1,0,31893.89,Standard,0
CUST-1566,20,Male,770,8,4074.04,2,1,1,49065.21,Silver,0
CUST-1567,18,Female,535,0,87711.14,1,0,1,82075.48,Silver,0
CUST-1568,50,Male,766,0,45630.41,1,1,0,27624.26,Standard,1
CUST-1569,57,Female,713,3,78337.83,2,1,1,44492.08,Standard,0
CUST-1570,27,Female,792,3,83781.93,1,1,0,122680.58,Standard,0
CUST-1571,60,Male,444,1,149587.52,3,1,0,120270.82,Gold,1
CUST-1572,61,Female,727,8,19670.55,2,0,0,123716.29,Standard,1
CUST-1573,46,Male,360,8,103004.2,1,0,0,140192.62,Standard,1
CUST-1574,30,Female,417,1,113274.76,1,0,0,39883.88,Standard,1
CUST-1575,29,Female,728,8,99337.36,1,1,0,45392.48,Standard,0
CUST-1576,48,Female,559,5,146642.78,2,1,0,66694.2,Standard,1
CUST-1577,63,Male,545,7,77374.46,1,1,0,139392.65,Silver,1
CUST-1578,19,Female,718,9,189048.45,1,0,1,121934.72,Gold,0
CUST-1579,68,Male,447,3,96878.89,2,1,1,65515.16,Standard,1
CUST-1580,67,Male,442,1,114671.57,1,1,0,35954.48,Silver,1
CUST-1581,52,Male,821,1,165280.63,2,1,1,102047.5,Silver,0
CUST-1582,40,Female,371,8,55771.99,2,1,1,57102.4,Standard,0
CUST-1583,34,Female,799,0,15965.2,2,0,1,91394.07,Standard,0
CUST-1584,43,Female,521,6,141849.01,3,1,0,142725.42,Standard,1
CUST-1585,25,Female,732,2,97119.36,2,1,1,96577.16,Gold,0
CUST-1586,46,Male,483,2,179404.35,1,1,1,140479.3,Gold,0
CUST-1587,43,Female,775,1,196553.33,1,0,1,74129.85,Standard,0
CUST-1588,27,Male,374,9,80422.76,1,1,0,104168.92,Standard,1
CUST-1589,43,Female,534,5,83672.36,2,1,1,136736.25,Silver,0
CUST-1590,51,Female,434,9,82184.56,1,1,1,98498.41,Standard,0
CUST-1591,68,Female,404,1,65586.27,4,1,1,101862.33,Silver,1
CUST-1592,58,Female,600,9,156555.73,2,0,1,114538.5,Standard,0
CUST-1593,24,Male,493,3,152040.16,1,1,0,135263.47,VIP,0
CUST-1594,21,Male,700,9,96250.33,2,0,0,36022.51,Silver,0
CUST-1595,67,Female,747,8,9887.58,1,1,1,67107.42,Standard,0
CUST-1596,62,Male,516,8,62602.3,2,0,1,74710.59,Silver,1
CUST-1597,28,Male,761,5,59168.31,2,0,0,138713.71,Standard,0
CUST-1598,46,Male,573,3,162406.36,1,1,1,144500.99,Standard,0
CUST-1599,53,Female,569,6,18427.54,1,1,1,40047.56,Silver,0
CUST-1600,42,Male,528,0,161329.4,3,1,1,39888.46,Standard,1
CUST-1601,38,Male,468,3,134167.55,2,1,1,141857.72,Silver,0
CUST-1602,53,Female,782,4,146755.85,4,1,1,61971.49,Standard,1
CUST-1603,27,Female,614,7,87010.42,1,1,0,55226.8,Silver,0
CUST-1604,54,Male,791,1,136265.43,1,0,1,29452.86,Standard,0
CUST-1605,26,Male,778,4,122196.76,1,1,1,59449.49,Silver,0
CUST-1606,41,Male,499,5,154027.06,2,0,1,111690.8,Standard,0
CUST-1607,52,Male,765,4,89907.2,1,1,1,78254.52,Standard,0
CUST-1608,66,Male,802,8,95092.3,1,1,1,89608.79,Standard,0
CUST-1609,52,Female,564,9,129071.67,2,0,1,139661.95,Standard,0
CUST-1610,65,Female,546,0,22507.42,2,1,1,39336.22,Standard,1
CUST-1611,53,Female,391,2,87812.65,1,1,0,33905.09,Standard,1
CUST-1612,35,Male,402,1,194418.22,2,0,0,131491.34,VIP,1
CUST-1613,66,Female,829,2,8472.91,2,0,1,121856.97,Standard,0
CUST-1614,56,Male,792,9,63884.94,1,1,1,57966.77,Silver,0
CUST-1615,49,Female,679,8,63507.85,1,1,0,65529.27,Silver,1
CUST-1616,41,Female,600,8,127059.36,1,1,1,63784.73,Standard,0
CUST-1617,40,Male,644,9,22054.27,2,1,1,105976.1,Silver,0
CUST-1618,49,Female,727,1,126080.26,2,1,0,32651.44,Gold,1
CUST-1619,54,Male,620,2,19913.01,1,1,0,86175.2,Standard,1
CUST-1620,29,Female,804,3,19895.78,1,1,1,41734.12,Gold,0
CUST-1621,66,Male,762,8,145908.49,3,0,1,127467.32,Standard,1
CUST-1622,30,Male,472,2,65502.9,4,0,0,72582.88,Silver,1
CUST-1623,40,Female,716,6,195507.17,2,1,1,90946.52,Standard,0
CUST-1624,42,Male,736,2,8433.23,4,1,0,28664.7,Standard,1
CUST-1625,52,Female,688,6,89576.23,2,1,1,32283.04,Silver,0
CUST-1626,58,Male,615,6,23514.05,2,1,1,109381.85,Standard,0
CUST-1627,47,Female,697,8,70924.41,1,1,1,120846.32,Standard,0
CUST-1628,34,Female,378,1,199646.27,1,1,0,113754.45,Standard,1
CUST-1629,66,Male,812,5,177879.66,1,1,0,117127.33,Silver,1
CUST-1630,37,Male,384,8,10616.56,2,0,1,38077.48,Silver,0
CUST-1631,65,Male,355,1,113087.91,3,0,0,111681.36,Standard,1
CUST-1632,42,Male,745,1,129916.64,2,0,0,47718.45,Standard,0
CUST-1633,39,Male,460,4,42697.39,1,1,0,37251.93,Silver,1
CUST-1634,30,Female,643,9,29876.01,1,1,0,119645.1,Silver,0
CUST-1635,36,Female,426,9,180971.85,1,1,1,136175.76,Standard,0
CUST-1636,66,Female,698,9,193794.47,1,0,1,114588.74,Standard,0
CUST-1637,53,Female,496,7,198386.68,2,1,0,125696.68,Standard,1
CUST-1638,29,Female,416,8,158162.59,3,1,0,148886.02,Gold,1
CUST-1639,58,Female,741,1,133036.91,1,1,1,41844.49,Silver,0
CUST-1640,36,Male,357,4,69800.32,1,1,1,145644.07,Standard,0
CUST-1641,29,Female,471,6,35108.26,2,1,0,100149.73,Gold,1
CUST-1642,26,Female,689,5,16717.14,1,1,1,126656.64,Standard,0
CUST-1643,24,Female,524,5,138966.2,3,1,0,106271.15,Standard,1
CUST-1644,45,Male,737,6,157159.96,1,1,1,96254.72,Gold,0
CUST-1645,31,Male,528,2,165464.28,1,1,0,112952.37,Gold,1
CUST-1646,48,Male,434,2,182839.24,1,1,1,65032.33,Silver,0
CUST-1647,69,Female,800,9,176105.98,1,0,1,140533.94,Standard,0
CUST-1648,36,Female,394,8,199948.51,2,1,1,39411.57,Standard,0
CUST-1649,64,Male,485,7,49568.74,1,1,0,64753.9,Gold,1
CUST-1650,33,Female,692,4,152898.22,1,1,0,28895.29,Silver,0
CUST-1651,22,Male,365,5,117705.44,2,0,0,58915.38,Standard,1
CUST-1652,52,Male,682,9,52987.78,1,1,1,52276.63,Standard,0
CUST-1653,29,Male,544,0,196399.16,1,1,0,31203.86,Gold,0
CUST-1654,42,Female,845,9,179681.72,2,1,0,86471.76,Gold,0
CUST-1655,69,Female,358,0,26574.62,2,1,0,83579.51,Silver,1
CUST-1656,38,Male,665,3,6205.51,3,1,0,34718.18,Silver,1
CUST-1657,53,Female,683,1,137977.82,1,1,1,57731.32,Standard,0
CUST-1658,40,Male,682,6,121222.0,1,0,0,144165.27,Silver,1
CUST-1659,33,Female,676,1,187227.31,1,0,0,38842.08,Silver,0
CUST-1660,56,Female,364,9,47567.05,1,0,0,63127.33,Standard,1
CUST-1661,62,Female,676,1,17793.2,2,1,0,29482.8,Gold,1
CUST-1662,59,Male,451,4,52583.85,2,0,1,43610.9,Gold,1
CUST-1663,56,Female,575,3,4766.6,2,1,0,112424.64,Standard,1
CUST-1664,31,Female,774,7,8142.66,1,1,1,70839.56,Gold,0
CUST-1665,48,Male,627,3,183056.7,2,0,1,81509.57,Silver,0
CUST-1666,22,Female,757,5,71051.3,3,1,0,44622.3,Silver,1
CUST-1667,52,Male,462,4,82750.99,1,1,1,110267.52,Gold,0
CUST-1668,40,Female,834,1,4655.96,2,1,1,118940.2,Standard,0
CUST-1669,46,Male,777,7,54833.83,4,1,0,47639.01,Silver,1
CUST-1670,60,Female,350,1,161140.47,2,0,1,30624.18,Standard,1
CUST-1671,28,Female,615,8,123482.7,2,1,1,35117.64,Silver,0
CUST-1672,35,Male,840,8,151002.34,1,1,1,107130.72,Standard,0
CUST-1673,64,Male,557,2,89995.53,1,1,1,41938.83,Standard,1
CUST-1674,29,Male,459,3,62636.12,1,0,1,86739.85,Standard,0
CUST-1675,26,Male,549,7,97079.21,2,1,1,44080.19,Standard,0
CUST-1676,27,Male,789,8,65291.14,1,1,1,46268.51,Standard,0
CUST-1677,61,Female,718,2,167955.25,2,0,1,25545.06,Standard,0
CUST-1678,34,Male,822,4,60237.07,2,1,1,65103.03,Silver,0
CUST-1679,55,Male,655,7,132292.96,2,1,0,36224.66,Gold,1
CUST-1680,24,Female,361,2,28259.46,1,0,1,74245.16,Gold,0
CUST-1681,63,Male,694,6,137686.43,1,1,0,99723.04,Gold,1
CUST-1682,30,Female,814,7,182746.64,2,0,1,70941.49,Gold,0
CUST-1683,57,Female,537,9,122108.05,2,1,0,113135.2,Standard,1
CUST-1684,59,Female,503,2,112411.22,2,0,0,117681.47,Silver,1
CUST-1685,26,Female,843,1,192262.54,1,0,1,112075.8,Silver,0
CUST-1686,67,Female,717,9,125851.91,2,1,1,142089.19,Standard,0
CUST-1687,44,Male,683,6,52650.54,2,1,1,54661.78,Silver,0
CUST-1688,19,Male,774,8,59185.81,2,0,0,48682.06,Standard,0
CUST-1689,22,Male,769,0,141356.02,2,1,1,101213.94,Gold,0
CUST-1690,46,Female,726,2,147351.88,2,1,0,99359.63,Silver,1
CUST-1691,54,Male,628,4,61395.75,1,1,1,88762.29,VIP,0
CUST-1692,55,Female,520,2,69723.45,1,0,1,25544.15,Standard,0
CUST-1693,36,Female,483,0,198220.25,2,0,0,94404.78,Standard,1
CUST-1694,25,Female,844,6,21288.56,1,1,0,141599.76,VIP,0
CUST-1695,65,Female,802,6,81524.36,2,1,1,66822.21,Standard,0
CUST-1696,62,Male,776,9,13427.06,2,0,0,145949.9,Standard,1
CUST-1697,18,Female,374,7,164394.59,3,0,1,69594.58,Silver,0
CUST-1698,39,Female,367,4,19376.82,2,1,0,42481.81,Gold,1
CUST-1699,69,Male,539,9,135127.46,1,0,0,74800.43,Standard,1
CUST-1700,34,Male,490,4,12240.2,1,0,0,86826.41,Standard,1
CUST-1701,24,Female,392,4,134898.15,2,1,1,103683.05,Silver,0
CUST-1702,42,Female,683,0,168764.35,1,0,1,88109.77,Standard,0
CUST-1703,62,Female,633,9,80365.48,2,1,0,92089.83,Standard,1
CUST-1704,21,Female,495,4,104903.17,2,1,1,28008.38,Gold,0
CUST-1705,53,Female,664,5,80906.81,1,1,0,56702.52,Silver,1
CUST-1706,23,Male,793,0,60797.26,1,0,1,63837.08,Gold,0
CUST-1707,48,Male,668,6,160849.42,2,0,1,148386.07,Standard,0
CUST-1708,36,Male,790,0,55128.51,3,1,0,61945.97,Silver,1
CUST-1709,61,Male,441,1,144865.74,1,1,1,137072.36,VIP,1
CUST-1710,56,Female,528,1,42033.22,3,1,0,63092.03,Silver,1
CUST-1711,44,Female,405,4,50720.91,2,0,0,37013.79,Standard,1
CUST-1712,27,Female,504,9,67955.77,4,0,0,55952.17,VIP,1
CUST-1713,43,Male,509,6,118242.12,1,1,1,59103.55,Silver,0
CUST-1714,36,Female,460,0,91430.04,1,1,0,147281.07,Gold,1
CUST-1715,56,Female,486,9,149283.82,2,1,0,109286.44,Standard,1
CUST-1716,20,Female,581,0,43499.89,3,1,1,141460.12,Silver,0
CUST-1717,62,Female,829,0,3123.79,1,1,1,129374.38,Gold,0
CUST-1718,30,Male,817,5,155534.94,2,0,1,97324.81,Silver,0
CUST-1719,67,Male,569,1,164508.22,3,1,0,109423.49,Standard,1
CUST-1720,45,Male,830,0,12836.55,1,1,0,103104.65,Standard,0
CUST-1721,37,Male,417,5,122570.6,2,1,0,108282.88,Standard,1
CUST-1722,45,Male,651,1,76263.15,3,1,0,58096.71,Standard,1
CUST-1723,25,Female,598,5,158985.24,1,1,1,76015.64,Silver,0
CUST-1724,58,Female,831,9,175008.5,1,1,1,99076.98,Standard,0
CUST-1725,56,Female,845,7,170349.75,2,1,1,29491.06,Standard,0
CUST-1726,18,Female,672,1,155663.65,1,0,1,85354.36,Standard,0
CUST-1727,20,Male,759,8,54541.39,1,1,1,132465.87,Standard,0
CUST-1728,30,Female,741,7,162566.04,4,0,0,86545.97,Silver,1
CUST-1729,45,Male,355,9,107162.22,2,1,0,94040.42,Silver,1
